yyyyq,Index,D3,D12,E3,E12,bm,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
19421,8.01,NaN,0.69,0.19,1.04,1.03486386,0.0025,0.0286,0.043,0.0244,NaN,0.012918379,0.000641598,0.034353578,0.01728126,0.006098257,0.006489088,0.003010964,NaN,-0.061544791,-0.075360479
19422,8.3,NaN,0.66,0.21,0.98,0.99670989,0.0037,0.0285,0.0433,0.0244,NaN,0.012889044,0.000883203,0.018713342,0.004879624,0.006010044,0.005163716,0.003265845,NaN,0.05440448,0.03483971
19423,8.85,NaN,0.62,0.26,0.94,0.944001466,0.0038,0.028,0.0426,0.0244,NaN,0.00702771,0.00094985,0.012265771,0.005908522,0.007518014,0.003211993,0.002800771,NaN,0.086033803,0.070919471
19424,9.77,NaN,0.59,0.37,1.03,0.862646566,0.0038,0.0281,0.0428,0.0246,NaN,0.001970714,0.00094985,0.024189439,0.003786169,0.006106242,0.00303306,0.005100943,NaN,0.12439932,0.10128788
19431,11.58,NaN,0.59,0.23,1.07,0.783480999,0.0038,0.0276,0.0401,0.0247,NaN,0.001794763,0.00094985,0.017661109,0.003700869,0.007513946,0.002986657,0.007322349,NaN,0.201318047,0.188551893
19432,12.35,NaN,0.59,0.24,1.1,0.746268657,0.0038,0.0272,0.0388,0.0244,NaN,0.001183578,0.00094985,0.017376455,0.011641683,0.014570193,0.004944587,0.001349733,NaN,0.079421729,0.066036217
19433,12.08,NaN,0.6,0.24,1.08,0.763631173,0.0038,0.0269,0.0383,0.0246,NaN,0.01452967,0.00094985,-0.007677636,0.00310199,0.004305512,0.004642577,0.001628115,NaN,-0.011750007,-0.022361549
19434,11.67,NaN,0.61,0.23,0.94,0.787401575,0.0038,0.0274,0.0382,0.0248,NaN,0.01535659,0.00094985,0.003835109,0.0023009,0.0016864,0.003606337,0.001962398,NaN,-0.012549441,-0.029607724
19441,12.02,NaN,0.62,0.22,0.93,0.813886488,0.0038,0.0274,0.037,0.0247,NaN,0.017220508,0.00094985,-0.003835016,0.007417864,0.010232753,0.001823847,0.001591801,NaN,0.046543525,0.034597578
19442,12.98,NaN,0.63,0.23,0.92,0.761558162,0.0038,0.0273,0.0359,0.0248,NaN,0.016226833,0.00094985,0.011512709,0.004906923,0.005909503,0.001800404,0.002742912,NaN,0.091837824,0.077380138
19443,12.78,NaN,0.64,0.22,0.9,0.772332718,0.0038,0.0272,0.0356,0.0247,NaN,0.007000866,0.00094985,0.009482261,0.007718554,0.008724502,0.002512167,0.002915031,NaN,-0.006077033,-0.016023343
19444,13.28,NaN,0.64,0.26,0.93,0.743763575,0.0038,0.027,0.0349,0.0246,NaN,0.010117414,0.00094985,0.0037594,0.007818012,0.021709086,0.001896292,0.003522317,NaN,0.065642798,0.048503653
19451,13.64,NaN,0.65,0.25,0.96,0.767882643,0.0038,0.0262,0.0338,0.0236,NaN,0.009985264,0.00094985,-0.0018779,0.022640835,0.014056983,0.00319449,0.00407661,NaN,0.036875675,0.02648601
19452,14.96,NaN,0.65,0.27,1,0.718843046,0.0038,0.0261,0.0329,0.0217,NaN,0.014163769,0.00094985,0.018723368,0.038956154,0.003900254,0.002940834,0.004146985,NaN,0.114198921,0.101375818
19453,16.16,NaN,0.66,0.21,0.99,0.656820832,0.0038,0.0262,0.0324,0.0221,NaN,0.011872323,0.00094985,-0.001853502,-0.000654881,0.002497319,0.005579744,0.003621746,NaN,0.084530482,0.075026155
19454,17.36,NaN,0.66,0.23,0.96,0.613239334,0.0038,0.0261,0.031,0.0199,NaN,0.020959883,0.00094985,0.007380066,0.042876782,0.019795496,0.003804658,0.004328006,NaN,0.087330275,0.074051551
19461,18.08,NaN,0.68,0.19,0.9,0.614852676,0.0038,0.0247,0.0294,0.0198,NaN,0.027944614,0.00094985,0.003636016,0.006713708,0.019698748,0.009980932,0.003632854,NaN,0.048800148,0.03966348
19462,18.43,NaN,0.68,0.21,0.84,0.596731835,0.0038,0.0249,0.0303,0.0206,NaN,0.03033119,0.00094985,0.0218485,-0.007786587,-0.000512746,0.003761499,0.003061925,NaN,0.028898893,0.019778048
19463,14.96,NaN,0.69,0.26,0.89,0.711634381,0.0038,0.0258,0.031,0.0219,NaN,0.045376468,0.00094985,0.092752743,-0.01594205,-0.012563468,0.018808368,0.002606433,NaN,-0.186889049,-0.19415745
19464,15.3,NaN,0.71,0.4,1.06,0.692437923,0.0038,0.0261,0.0317,0.0212,NaN,0.053595826,0.00094985,0.051767852,0.016488461,0.010789294,0.011981486,0.001781041,NaN,0.039458593,0.025162457
19471,15.17,NaN,0.72,0.4,1.27,0.741534989,0.0038,0.0255,0.0315,0.0213,NaN,0.050863635,0.00094985,0.019951828,0.003501738,0.007706952,0.005717589,0.000803646,0.036043046,-0.001786713,-0.012416758
19472,15.21,NaN,0.76,0.38,1.44,0.741116751,0.0038,0.0255,0.0321,0.0216,NaN,0.046887742,0.00094985,0.004532615,0.000587378,0.004405602,0.006662528,0.003817236,0.035089213,0.011249338,-0.002560964
19473,15.11,NaN,0.79,0.37,1.55,0.740323399,0.008,0.0261,0.0323,0.0213,NaN,0.044029565,0.001841098,0.043556545,0.009987446,-0.018147204,0.004086319,0.004326897,0.034052913,0.005530946,-0.005629541
19474,15.3,NaN,0.84,0.46,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,NaN,0.029166134,0.002265809,0.018766794,-0.039831736,-0.017250027,0.002356422,0.004760925,0.03482546,0.033518673,0.014253172
19481,15.08,NaN,0.85,0.5,1.71,0.841422122,0.01,0.0283,0.0353,0.0241,NaN,0.027164676,0.002473979,-0.000103987,0.010031671,0.017881918,0.004842356,0.005808515,0.036634565,-0.001202155,-0.014373305
19482,16.74,NaN,0.85,0.53,1.86,0.786973504,0.01,0.0276,0.0334,0.0238,NaN,0.024368971,0.002498959,0.028338295,0.010106677,-0.003735165,0.0027216,0.003144237,0.03494429,0.125991081,0.112309122
19483,15.49,NaN,0.87,0.58,2.07,0.836231071,0.0109,0.0284,0.0345,0.0242,NaN,0.019688098,0.002623851,0.016534638,-0.00060301,0.002672051,0.006083039,0.003053102,0.034685695,-0.063496354,-0.075117234
19484,15.2,NaN,0.93,0.68,2.29,0.840947547,0.0116,0.0279,0.0353,0.0237,NaN,0.015026312,0.002848647,-0.017766248,0.01395183,0.024163457,0.007698726,0.00163301,0.035238787,-0.000447516,-0.022147774
19491,15.06,NaN,0.98,0.59,2.38,0.901750424,0.0117,0.027,0.0347,0.0227,NaN,0.014771834,0.002923575,-0.009775785,0.020637417,0.00831977,0.003676125,0.002717067,0.033223399,0.004029179,-0.012034732
19492,14.16,NaN,1.02,0.55,2.4,0.953888424,0.0117,0.0271,0.0347,0.0217,NaN,0.01519133,0.002923575,0.001397638,0.019752225,0.014560053,0.003073364,0.004091914,0.031663282,-0.045931055,-0.061786097
19493,15.58,NaN,1.04,0.57,2.39,0.875020547,0.0107,0.026,0.0337,0.0212,NaN,0.021894047,0.0026072,-3.76019E-05,0.01332075,0.015765267,0.003086134,0.002629813,0.029894465,0.115619612,0.100223052
19494,16.76,NaN,1.14,0.61,2.32,0.796429284,0.011,0.0258,0.0331,0.0209,NaN,0.026499379,0.002690459,-0.009822553,0.009224811,-0.005813734,0.001992848,0.004252018,0.029233023,0.10279286,0.074357771
19501,17.29,NaN,1.17,0.64,2.37,0.825527785,0.0112,0.0258,0.0324,0.0215,NaN,0.029588802,0.002757066,-0.002846965,-0.00321602,0.006612276,0.001943566,0.00455264,0.029942529,0.048211546,0.031981337
19502,17.69,NaN,1.2,0.72,2.54,0.813447468,0.0115,0.0262,0.0328,0.0216,NaN,0.03170544,0.002881949,0.011305467,0.003794125,0.000696962,0.007071319,0.004115374,0.032456258,0.035606273,0.021022732
19503,19.45,NaN,1.33,0.75,2.72,0.751457855,0.013,0.0264,0.0321,0.022,NaN,0.027059357,0.003048447,0.025102577,-0.000342035,0.006784388,0.005584744,0.004031833,0.035106967,0.129339803,0.107107248
19504,20.41,NaN,1.47,0.73,2.84,0.722538442,0.0134,0.0267,0.032,0.0224,NaN,0.031866602,0.003339807,0.02310889,0.000281093,0.00690625,0.006521211,0.005662515,0.034702252,0.084544069,0.054467943
19511,21.4,NaN,1.52,0.63,2.83,0.7813946,0.014,0.0278,0.0323,0.0241,NaN,0.032494612,0.003414722,0.031835224,-0.017317126,-0.026148912,0.003425126,0.005749029,0.033475465,0.061634431,0.046730873
19512,20.96,NaN,1.56,0.61,2.72,0.800362677,0.0145,0.0294,0.0349,0.0259,NaN,0.036078943,0.003722687,0.003871848,-0.01927496,-0.011676343,0.003218998,0.004064516,0.03365403,-0.008627777,-0.023301263
19513,23.26,NaN,1.52,0.54,2.51,0.716182328,0.0163,0.0284,0.0346,0.0253,NaN,0.028633195,0.004005657,0.007710461,0.015645927,0.026250538,0.002165068,0.00393371,0.033743343,0.127920692,0.112421306
19514,23.77,NaN,1.41,0.66,2.44,0.721316347,0.0173,0.0301,0.0361,0.0269,0.001509173,0.03599303,0.004022295,0.014033176,-0.018636657,-0.014830517,0.002879003,0.004146893,0.032760046,0.039662622,0.020159322
19521,24.37,NaN,1.42,0.59,2.4,0.751874119,0.0159,0.0296,0.0351,0.0263,-0.007731893,0.031945608,0.003914112,-0.0063251,0.015350584,0.018916205,0.002091889,0.00332273,0.032631749,0.044537036,0.029705007
19522,24.96,NaN,1.45,0.55,2.34,0.738715088,0.017,0.0294,0.035,0.0259,0.000855864,0.027671236,0.004113842,0.007602983,0.014047693,0.004303078,0.001539594,0.004430721,0.032746335,0.03827007,0.023828903
19523,24.54,NaN,1.45,0.56,2.36,0.748678911,0.0171,0.0295,0.0352,0.0277,0.002747899,0.030943054,0.004455021,0.007526728,-0.021869182,0.006095842,0.001036413,0.003504369,0.029558285,-0.00504944,-0.017714433
19524,26.57,NaN,1.41,0.7,2.4,0.694073313,0.0209,0.0297,0.0351,0.0279,-0.005482134,0.026425724,0.004729581,-1.5605E-06,0.004563611,0.005507967,0.001715097,0.003445919,0.032072216,0.102276064,0.084317995
19531,25.29,NaN,1.41,0.62,2.43,0.762496874,0.0201,0.0312,0.0357,0.0294,-0.003552224,0.023785718,0.00494592,-0.005018829,-0.016244348,-0.015228506,0.001592715,0.002897312,0.033599769,-0.035649027,-0.048281673
19532,24.14,NaN,1.42,0.63,2.51,0.795496906,0.0211,0.034,0.0386,0.0301,-0.007507071,0.027228481,0.005378508,0.007526757,-0.003405325,-0.017127809,0.002833897,0.002853784,0.033538578,-0.032128573,-0.04524797
19533,23.35,NaN,1.42,0.6,2.55,0.808210877,0.0179,0.0329,0.0388,0.0284,-0.006861708,0.025540236,0.004887669,0.006227465,0.033089477,0.034578504,0.00228874,0.002609423,0.034008037,-0.022965242,-0.036591669
19534,24.81,NaN,1.45,0.66,2.51,0.759700961,0.016,0.0313,0.0374,0.0274,-0.005277279,0.02455226,0.003681065,-0.002489145,0.023114493,0.03269632,0.001423726,0.00279331,0.033296432,0.077848061,0.058925929
19541,26.94,NaN,1.47,0.66,2.55,0.804915818,0.0103,0.0286,0.0351,0.0278,0.004030128,0.021990539,0.002648822,-4.6142E-06,0.039105659,0.036472058,0.001174717,0.002326738,0.032035082,0.099745418,0.085091483
19542,29.21,NaN,1.45,0.7,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.005171585,0.018296142,0.001974331,0.002473551,0.017935755,-0.00133351,0.002136315,0.001838346,0.031477458,0.095581781,0.082616878
19543,32.31,NaN,1.47,0.61,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.008942447,0.016907679,0.002207506,-0.00372132,0.008742008,0.009830429,0.002481424,0.002207768,0.032130711,0.116463371,0.103584295
19544,35.98,NaN,1.54,0.8,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.003275311,0.025978579,0.002548908,-0.003738392,0.00448633,0.008221067,0.002599531,0.002845475,0.031809162,0.134514417,0.118019829
19551,36.58,NaN,1.56,0.85,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.00349121,0.026950743,0.003056773,0,-0.023287915,-0.006885528,0.005692359,0.002822056,0.032161321,0.029574292,0.019308652
19552,41.03,NaN,1.57,0.96,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,-0.008348836,0.024390767,0.003706037,0,-0.000255516,0.000994671,0.002007729,0.000454198,0.03394342,0.131636134,0.120669906
19553,43.67,NaN,1.62,0.83,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,-0.016594935,0.02477461,0.00463804,0.004976612,-0.00257565,-0.000344342,0.009110181,0.000206388,0.03535943,0.069010219,0.058914163
19554,45.48,NaN,1.64,0.98,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,-0.010171445,0.025245104,0.005835965,-0.001246085,0.01357159,0.011106693,0.005136637,0.000243799,0.035955581,0.054414461,0.040000888
19561,48.48,NaN,1.73,0.92,3.69,0.5310772,0.0225,0.031,0.036,0.0303,-0.0116068,0.026654931,0.005811031,-0.000001549,-0.006922325,-0.001763155,0.003351254,0.000741498,0.034903814,0.07569955,0.066146741
19562,46.97,NaN,1.8,0.87,3.6,0.551564593,0.0249,0.0326,0.0376,0.0299,-0.01596134,0.025460548,0.006409811,0.012405397,0.013675304,-0.008148352,0.003776785,0.000939936,0.035102455,-0.022358697,-0.032051827
19563,45.35,NaN,1.84,0.69,3.46,0.571909521,0.0284,0.0356,0.0407,0.0324,-0.013876539,0.029129906,0.006451343,0.0073425,-0.034405216,-0.028742448,0.002521515,0.001359354,0.035034998,-0.02783014,-0.036910778
19564,46.67,NaN,1.74,0.93,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,-0.016820971,0.025968701,0.007573747,0.008515019,-0.028771081,-0.030979365,0.004317095,0.000969841,0.034605891,0.041261048,0.028235638
19571,44.11,NaN,1.73,0.91,3.4,0.599818875,0.0308,0.0366,0.0443,0.0331,-0.012147662,0.026252373,0.007731695,0.00724488,0.034697252,0.034329126,0.002327968,0.001054099,0.034520653,-0.041924407,-0.053847355
19572,47.37,NaN,1.73,0.89,3.42,0.565876532,0.0329,0.0391,0.0463,0.0361,-0.011523185,0.03035099,0.007839736,0.011977643,-0.042008859,-0.045798074,0.001276598,0.00217603,0.034106405,0.086026164,0.075697947
19573,42.42,NaN,1.76,0.74,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,-0.001743604,0.034110094,0.008371618,0.007104762,0.003669534,-0.002503056,0.004326852,0.001116985,0.03450837,-0.095277186,-0.104319411
19574,39.99,NaN,1.79,0.83,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,0.005990845,0.034652496,0.008263558,0.0035273,0.080208128,0.10426433,0.009171515,0.000667927,0.033293965,-0.052814299,-0.064743492
19581,42.1,NaN,1.77,0.68,3.14,0.668591638,0.013,0.0363,0.0468,0.0321,0.009935217,0.028763281,0.004388204,0.014042075,0.011731463,0.004450256,0.001989835,0.000187321,0.030633187,0.06539202,0.054100252
19582,45.24,NaN,1.73,0.68,2.93,0.62466017,0.0083,0.0357,0.0455,0.0324,0.013241392,0.021255084,0.002390697,0.003468868,0.00240263,0.015576618,0.001799018,0.000757718,0.029148917,0.08496294,0.0740911
19583,50.06,NaN,1.73,0.69,2.88,0.561371197,0.0244,0.0409,0.0487,0.038,0.002932024,0.013849507,0.004196657,-1.3287E-06,-0.080970639,-0.05596102,0.001712007,0.001397779,0.028591852,0.11667213,0.106746658
19584,55.21,NaN,1.75,0.84,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,-0.003125765,0.023488247,0.00671747,-1.3287E-06,0.007395623,0.015388738,0.003092329,0.001585812,0.029550815,0.113961181,0.103876116
19591,55.44,NaN,1.77,0.9,3.11,0.516860282,0.028,0.0413,0.0485,0.0403,0.001199953,0.02483265,0.006925331,-1.3287E-06,0.005312531,0.001383673,0.001912179,0.001768307,0.030338963,0.016485899,0.008518119
19592,58.47,NaN,1.79,0.97,3.4,0.483219391,0.0321,0.0446,0.0504,0.0419,-0.002869094,0.026774931,0.007490616,0.006908415,-0.011206344,-0.024128897,0.001825315,0.001917092,0.031100875,0.063584262,0.055245151
19593,56.88,NaN,1.81,0.72,3.43,0.492337893,0.0404,0.0452,0.0518,0.0429,0.00963331,0.030326639,0.008836837,0.004572697,-0.00383529,-0.006778467,0.00331381,0.001397017,0.031890315,-0.021264241,-0.02870668
19594,59.89,NaN,1.83,0.8,3.39,0.457783797,0.0449,0.0458,0.0528,0.0447,0.011436486,0.022666572,0.010556369,0.0034149,-0.013024952,0.020332612,0.001416711,0.000975372,0.031545651,0.061651448,0.052108547
19601,55.34,NaN,1.94,0.9,3.39,0.549798083,0.0331,0.0449,0.0525,0.0411,0.006300406,0.02539929,0.009667549,-1.2928E-06,0.060926043,0.043188426,0.003002278,0.000360982,0.032545626,-0.069137537,-0.076972756
19602,56.92,NaN,1.95,0.84,3.26,0.529174862,0.0246,0.0445,0.0526,0.0407,0.011671969,0.024180531,0.007473867,0.007935789,0.01520599,0.009744055,0.001567443,-4.2243E-06,0.032800567,0.039025416,0.03011895
19603,53.52,NaN,1.95,0.73,3.27,0.584341711,0.0248,0.0425,0.0501,0.0387,0.011398715,0.028237795,0.005894199,0.0011268,0.037577341,0.031163176,0.003325993,-0.001194357,0.031736898,-0.051280144,-0.05914007
19604,58.11,NaN,1.95,0.8,3.27,0.550422965,0.0225,0.0435,0.051,0.038,0.013260438,0.022740016,0.005761129,0.005619836,0.018256736,0.004129862,0.002101217,-0.001362514,0.031356981,0.095623592,0.085430323
19611,65.06,NaN,1.94,0.72,3.09,0.546679869,0.0239,0.0422,0.0502,0.0397,0.009811262,0.022785999,0.005869249,0,0.005352382,0.033106079,0.001681666,-0.001214966,0.030498164,0.131309559,0.123029286
19612,64.64,NaN,1.94,0.78,3.03,0.540821101,0.0233,0.0433,0.0503,0.0404,0.010980796,0.02251497,0.005752814,0.0011192,-0.000704253,-0.014702785,0.001927383,-0.001148127,0.030960743,0.000754944,-0.006580274
19613,66.73,NaN,1.96,0.75,3.05,0.527516721,0.0228,0.0445,0.0512,0.0403,0.00114446,0.025548271,0.00575281,0.005579776,0.012582658,0.016624376,0.001835894,-0.002292368,0.031026955,0.039626745,0.03175511
19614,71.55,NaN,2.02,0.94,3.19,0.505922258,0.026,0.0442,0.051,0.0415,-0.001342833,0.022919403,0.006143689,0,-0.007477773,0.012895168,0.000990766,-0.002210744,0.031874943,0.079727309,0.070889521
19621,69.55,NaN,2.04,0.9,3.37,0.545724592,0.0272,0.0439,0.0504,0.0398,-0.000555509,0.024697783,0.006800619,0.004444427,0.034410385,0.028541548,0.001350747,-0.002884136,0.032396953,-0.021303672,-0.028204632
19622,54.75,NaN,2.06,0.88,3.47,0.687357469,0.0273,0.0428,0.0502,0.0401,0.012969097,0.027090965,0.00678399,0.0022124,0.005140153,0.01156308,0.01686146,-0.002795277,0.033116356,-0.206425472,-0.21321595
19623,56.27,NaN,2.08,0.81,3.53,0.666344261,0.0278,0.0432,0.0503,0.0398,0.014508985,0.029865538,0.007091608,0.007717136,0.013742507,0.021792279,0.003795778,-0.002921802,0.033273862,0.03530226,0.026446397
19624,63.1,NaN,2.13,1.08,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.007915172,0.019320952,0.007025099,-0.002194195,0.014054452,0.015372157,0.005270773,-0.002796575,0.032776001,0.134820123,0.123048805
19631,66.57,NaN,2.15,0.94,3.71,0.587528571,0.0289,0.0419,0.0488,0.0401,0.002412494,0.013752752,0.00725788,0.003294912,0.00160055,0.010834925,0.001451838,-0.00299588,0.032470473,0.0624946,0.054215796
19632,69.37,NaN,2.2,1.01,3.84,0.567281575,0.0299,0.0423,0.0484,0.0407,0.000014,0.017781139,0.00734101,0.0043716,0.002999325,0.003974125,0.000886915,-0.002771582,0.033259014,0.049869599,0.04162439
19633,71.7,NaN,2.21,0.93,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.003916223,0.010458639,0.008222049,0.0043526,0.005608593,0.003995288,0.001186616,-0.001524392,0.033984175,0.040667022,0.033124754
19634,75.02,NaN,2.28,1.14,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.003804873,0.008938387,0.008728954,0.004339574,0.001885248,0.002985565,0.003887264,-0.001496869,0.034785458,0.057030143,0.04706958
19641,78.98,NaN,2.33,1.1,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.001168056,0.017686042,0.008812045,0.001079331,0.001192296,0.007859269,0.000369752,-0.001857946,0.035303151,0.062837492,0.055337049
19642,81.69,NaN,2.38,1.16,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,-0.004961193,0.020345441,0.0086791,0.003236826,0.016690592,0.014569469,0.000878383,-0.00198863,0.035834433,0.041622345,0.033944214
19643,84.18,NaN,2.44,1.07,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,-0.00119674,0.020292834,0.008728954,0.003223995,0.007815608,0.01103797,0.00079533,-0.001953168,0.036654847,0.037696015,0.030447391
19644,84.75,NaN,2.5,1.22,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,-0.003327503,0.023053757,0.009194216,0.004288334,0.009025332,0.013438462,0.000751123,-0.002380573,0.036988781,0.015567552,0.006776307
19651,86.16,NaN,2.55,1.23,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,-0.001981029,0.019147267,0.009709268,0.0010678,0.01083479,0.010218099,0.00070363,-0.002137368,0.039008175,0.025957489,0.018719267
19652,84.12,NaN,2.61,1.32,4.84,0.480858957,0.038,0.0446,0.0485,0.0423,0.006614736,0.01755078,0.009667736,0.010650804,0.010131891,0.00159871,0.002325898,-0.00238082,0.039916756,-0.016029434,-0.023555932
19653,89.96,NaN,2.66,1.21,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,-0.004253437,0.016840036,0.009651125,0.001050935,-0.00250591,-0.000203088,0.000928501,-0.001395145,0.040812904,0.077319707,0.069676514
19654,92.43,NaN,2.72,1.43,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.000022,0.020768513,0.0103986,0.006321378,-0.011289309,-0.016009439,0.000631164,-0.000812888,0.041883312,0.035446933,0.026370434
19661,89.23,NaN,2.78,1.38,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.005620973,0.01672833,0.011502918,0.009409262,-0.006580144,-0.014971023,0.001419878,-0.000488877,0.042988512,-0.030007982,-0.036973681
19662,84.74,NaN,2.83,1.44,5.46,0.520974601,0.045,0.0507,0.0558,0.0477,0.008520107,0.017077859,0.011444804,0.008293423,-0.01374337,0.00169271,0.002787947,-0.000666017,0.042881181,-0.041986964,-0.049908055
19663,76.56,NaN,2.89,1.26,5.51,0.585492496,0.0537,0.0549,0.0609,0.048,0.009784396,0.016858335,0.012581853,0.010278472,0.008171991,-0.02792266,0.00577933,-0.001706522,0.042641097,-0.088618249,-0.096503408
19664,80.33,NaN,2.87,1.47,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,-0.000222944,0.01718598,0.012996774,0.005088029,0.049279024,0.044631161,0.003948135,-4.98789E-05,0.041795803,0.060358972,0.049918458
19671,90.2,NaN,2.9,1.28,5.45,0.549550798,0.0426,0.0513,0.0585,0.0455,-0.007121526,0.014930903,0.01126213,0.003040052,0.012620261,0.035976247,0.001647028,0.000718071,0.040230565,0.131981783,0.122957796
19672,90.64,NaN,2.9,1.32,5.33,0.553204845,0.0354,0.0544,0.0615,0.0507,-0.007070136,0.010149863,0.009136057,0.008077822,-0.063060451,-0.053898932,0.00279817,0.001729455,0.039488679,0.013764059,0.005760841
19673,96.71,NaN,2.92,1.23,5.3,0.513564846,0.0442,0.0565,0.064,0.0517,-0.011186464,0.00559497,0.010730777,0.010010974,-0.002056457,0.012829063,0.000873609,0.002264023,0.038730474,0.074514972,0.066514384
19674,96.47,NaN,2.92,1.5,5.33,0.525792445,0.0497,0.0619,0.0693,0.0556,-0.016071546,0.014249027,0.011859831,0.008924116,-0.040745267,-0.042528283,0.001670584,0.002952225,0.038988694,0.005350788,-0.003045102
19681,90.2,NaN,2.95,1.39,5.44,0.566809807,0.0517,0.0611,0.0685,0.056,-0.010035392,0.01257013,0.012598502,0.011786974,0.007568655,0.019446879,0.002699245,0.003403219,0.039671243,-0.058629317,-0.066145329
19682,99.58,NaN,2.99,1.45,5.57,0.530741813,0.0552,0.0628,0.0707,0.0534,-0.015862239,0.012048786,0.013768344,0.011647688,0.050720855,0.020313147,0.002493611,0.002626874,0.038415912,0.112787845,0.104140027
19683,102.67,NaN,3.03,1.32,5.66,0.509195439,0.0519,0.0597,0.0679,0.0531,-0.006200863,0.018286272,0.012963609,0.010557093,0.018099698,0.049808827,0.001341254,0.002411819,0.038407865,0.038063997,0.030297938
19684,103.86,NaN,3.07,1.6,5.76,0.504900662,0.0596,0.0645,0.0723,0.0598,-0.013885147,0.031947725,0.013934182,0.012341601,-0.074602179,-0.060647445,0.000865344,0.002347561,0.039014961,0.019304393,0.011380668
19691,101.51,NaN,3.1,1.45,5.82,0.557040236,0.0602,0.0685,0.0751,0.062,-0.004012966,0.039418221,0.015194785,0.014991097,-0.015503007,-0.022275952,0.001743998,0.002297385,0.03961355,-0.01640475,-0.023860263
19692,97.71,NaN,3.13,1.47,5.84,0.596777334,0.0644,0.0698,0.077,0.0623,0.00044628,0.045139859,0.015451774,0.015695121,0.012828105,0.013574688,0.001729547,0.001192764,0.039470533,-0.029068397,-0.037324545
19693,93.12,NaN,3.15,1.37,5.89,0.640888463,0.0709,0.0714,0.0805,0.0677,-0.006333994,0.048317048,0.017507148,0.013642473,-0.052204716,-0.025864376,0.004115472,0.002174667,0.039964801,-0.039105705,-0.046848648
19694,92.06,NaN,3.16,1.49,5.78,0.651082013,0.0782,0.0772,0.0865,0.0687,0.000361799,0.034260597,0.018327116,0.015247153,0.004436121,-0.047929195,0.002426415,0.000822252,0.039149684,-0.000845466,-0.009798907
19701,89.63,NaN,3.17,1.3,5.63,0.690326769,0.0663,0.0784,0.0863,0.0661,0.008899251,0.03584589,0.017970799,0.01413751,0.049292688,0.050018966,0.003089348,-0.000431436,0.038370098,-0.017643382,-0.02614926
19702,72.72,NaN,3.18,1.36,5.52,0.793381417,0.0668,0.0848,0.0925,0.0709,0.005147533,0.042221273,0.016645384,0.015678659,-0.041754884,-0.040796589,0.012418442,-0.000252295,0.037661767,-0.180849151,-0.189089909
19703,84.21,NaN,3.19,1.21,5.36,0.712914761,0.0612,0.0809,0.0939,0.068,0.003702455,0.037964518,0.015775096,0.010297553,0.053422008,0.080975568,0.005071546,0.000875697,0.037378069,0.168238279,0.157172963
19704,92.15,NaN,3.12,1.26,5.13,0.646426358,0.0487,0.0764,0.0912,0.0648,0.007604331,0.031536474,0.013353381,0.01358521,0.058372172,0.087233864,0.002464049,0.001512501,0.035536578,0.106246641,0.096136707
19711,100.31,NaN,3.09,1.39,5.22,0.633811383,0.0338,0.0721,0.0846,0.0593,-0.007821458,0.026390062,0.009584469,0.005870026,0.087836017,0.040830924,0.001485204,0.002105175,0.035497868,0.097985007,0.089521815
19712,99.7,NaN,3.09,1.46,5.32,0.643221043,0.0475,0.0764,0.0875,0.0641,-0.015500319,0.027151736,0.010606086,0.014155324,-0.04432378,-0.029040764,0.001771371,0.001377755,0.03563525,0.000923766,-0.006715768
19713,98.34,NaN,3.08,1.32,5.43,0.64608483,0.0469,0.0744,0.0859,0.0598,-0.014747797,0.027800351,0.012498837,0.005754905,0.071666223,0.042023333,0.003493921,0.001167068,0.035405986,-0.005511032,-0.013285002
19714,102.09,NaN,3.07,1.53,5.7,0.643900247,0.0401,0.0725,0.0838,0.0597,-0.013641008,0.033892573,0.01055637,0.007353982,0.016373965,0.054177134,0.003711175,0.00225388,0.035805449,0.047303608,0.038785266
