yyyymm,Index,D12,E12,bm,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
197912,107.94,5.65,14.86,1.061950068,0.1204,0.1074,0.1206,0.1012,0.010382317,0.009983334,0.0104942,0.0057,-0.0108,0.000469642,-0.000371131,0.0183,0.0159
198001,114.16,5.7,15.0033,1.016954958,0.12,0.1109,0.1242,0.1114,0.011219227,0.009950331,0.014252,-0.0741,-0.0645,0.001906405,-0.000295125,0.0613,0.0589
198002,113.66,5.75,15.1467,1.03192993,0.1286,0.1238,0.1357,0.1186,0.010721119,0.01065965,0.0136288,-0.0467,-0.0665,0.001897618,-0.000821168,0.0026,-0.0056
198003,102.09,5.8,15.29,1.093732103,0.152,0.1296,0.1445,0.1239,0.011786773,0.012587116,0.01428,-0.0315,-0.0062,0.004621894,-0.000484608,-0.0975,-0.1001
198004,106.29,5.8467,15.1733,1.05181994,0.132,0.1204,0.1419,0.1076,0.015219445,0.01093994,0.0111965,0.1523,0.1376,0.002745549,-0.000265001,0.0424,0.0399
198005,111.24,5.8933,15.0567,1.010048775,0.0858,0.1099,0.1317,0.1037,0.014957668,0.00712456,0.0098483,0.0419,0.056,0.001509717,-0.000153969,0.0556,0.0467
198006,114.24,5.94,14.94,0.990183427,0.0707,0.1058,0.1271,0.1006,0.015228094,0.005874379,0.0109646,0.0359,0.0341,0.001371085,0.000420313,0.0297,0.0269
198007,121.67,5.9833,14.84,0.918829919,0.0806,0.1107,0.1265,0.1074,0.020106984,0.00669421,0.0008074,-0.0476,-0.0429,0.001362831,0.000749011,0.0682,0.0656
198008,122.38,6.0267,14.74,0.921519639,0.0913,0.1164,0.1315,0.114,0.019975753,0.007579536,0.0064361,-0.0432,-0.0445,0.001708159,0.00081825,0.0135,0.006
198009,125.46,6.07,14.64,0.921687652,0.1027,0.1202,0.137,0.1185,0.023909795,0.008521918,0.0091799,-0.0262,-0.0237,0.002657406,0.000765403,0.0279,0.0252
198010,127.47,6.1,14.7,0.929593614,0.1162,0.1231,0.1423,0.1231,0.022895683,0.00963675,0.0087026,-0.0263,-0.0159,0.002190644,0.001445663,0.0178,0.0147
198011,140.52,6.13,14.76,0.865161979,0.1373,0.1297,0.1464,0.123,0.022022123,0.011376706,0.0090179,0.01,0.0017,0.002419071,0.001311848,0.1099,0.103
198012,135.76,6.16,14.82,0.891503024,0.1549,0.1321,0.1514,0.1199,0.026943668,0.012825731,0.0085504,0.0352,0.0248,0.002951528,0.001020158,-0.0306,-0.033
198101,129.55,6.2,14.74,0.907238697,0.1502,0.1281,0.1503,0.1211,0.028799713,0.012438981,0.0080941,-0.0115,-0.013,0.001597435,0.000710586,-0.0434,-0.045
198102,131.27,6.24,14.66,0.881815757,0.1479,0.1335,0.1537,0.1283,0.03011985,0.012249666,0.0103113,-0.0435,-0.0269,0.001530909,0.000731569,0.0213,0.0135
198103,136,6.28,14.58,0.924920557,0.1336,0.1333,0.1534,0.1248,0.028084793,0.011071814,0.0071929,0.0384,0.0311,0.002075944,0.000448875,0.0383,0.0354
198104,132.81,6.3167,14.7233,0.930593836,0.1369,0.1388,0.1556,0.1332,0.027547618,0.011343749,0.0063922,-0.0518,-0.0769,0.000832003,0.000415848,-0.0202,-0.022
198105,132.59,6.3533,14.8667,0.936223847,0.163,0.1432,0.1595,0.1265,0.029014655,0.013491907,0.0082121,0.0622,0.0595,0.000921688,-3.18E-07,0.0065,-0.0011
198106,131.21,6.39,15.01,0.950474982,0.1473,0.1375,0.158,0.1304,0.028006574,0.012200273,0.0085138,-0.0179,0.0023,0.000995543,-5.70E-05,-0.0083,-0.0112
198107,130.92,6.4333,15.0967,0.974966924,0.1495,0.1438,0.1617,0.137,0.025694642,0.012381367,0.0113617,-0.0353,-0.0372,0.001102989,-0.000324294,0.0007,-0.0009
198108,122.79,6.4767,15.1833,1.053354056,0.1551,0.1489,0.1634,0.1445,0.027041141,0.012842185,0.0076239,-0.0386,-0.0345,0.001824938,-0.00080864,-0.0555,-0.0637
198109,116.18,6.52,15.27,1.092378644,0.147,0.1549,0.1692,0.1482,0.021496386,0.012175576,0.0100757,-0.0145,-0.0199,0.002761173,-0.000542183,-0.0505,-0.0535
198110,121.89,6.5567,15.3,1.089085684,0.1354,0.154,0.1711,0.1384,0.014963795,0.011220151,0.0021459,0.0829,0.0521,0.002078252,-0.000818499,0.0521,0.0487
198111,126.35,6.5933,15.33,1.044455443,0.1086,0.1422,0.1639,0.122,0.015812304,0.009009294,0.0028541,0.141,0.1267,0.001504004,-0.001017162,0.0438,0.0359
198112,122.55,6.63,15.36,1.061142857,0.1085,0.1423,0.1655,0.1334,0.012006905,0.009001036,0.002846,-0.0713,-0.058,0.000905798,-0.001279466,-0.0271,-0.0297
198201,120.4,6.66,15.1767,1.065893698,0.1228,0.1518,0.171,0.1415,0.010776797,0.010181327,0.0035461,0.0046,-0.0129,0.002521933,-0.001882769,-0.0154,-0.0169
198202,113.11,6.69,14.9933,1.126287316,0.1348,0.1527,0.1718,0.1402,0.010634652,0.011170708,0.0031808,0.0182,0.0312,0.001918231,-0.002061765,-0.0504,-0.0596
198203,111.96,6.72,14.81,1.185750574,0.1268,0.1458,0.1682,0.1387,0.005605918,0.01051123,-0.0010591,0.0231,0.0306,0.001795226,-0.001889145,-0.0068,-0.0105
198204,116.44,6.75,14.5967,1.149983498,0.127,0.1446,0.1678,0.1348,0.002949976,0.010527722,0.0042298,0.0373,0.0338,0.001246821,-0.001933742,0.0416,0.0401
198205,111.88,6.78,14.3833,1.190423896,0.1209,0.1426,0.1664,0.1358,-0.000898139,0.010024586,0.0098006,0.0034,0.0245,0.000854816,-0.00211736,-0.0295,-0.0398
198206,109.61,6.81,14.17,1.201581417,0.1247,0.1481,0.1692,0.1412,0.001264247,0.010338045,0.0121172,-0.0223,-0.0468,0.001490293,-0.002177932,-0.0158,-0.0189
198207,107.09,6.8233,13.9667,1.206529805,0.1135,0.1461,0.168,0.1352,-0.011438346,0.009413883,0.0054907,0.0501,0.054,0.000958583,-0.002062527,-0.0202,-0.0221
198208,119.51,6.8367,13.7633,1.082424471,0.0868,0.1371,0.1632,0.1254,-0.002766925,0.007207298,0.0020513,0.0781,0.0837,0.006415933,-0.002222557,0.1274,0.1166
198209,120.42,6.85,13.56,1.088535565,0.0792,0.1294,0.1563,0.1183,0.000676433,0.006578315,0.0017062,0.0618,0.0623,0.002131294,-0.001863136,0.0105,0.0077
198210,133.71,6.8567,13.2533,0.983745412,0.0771,0.1212,0.1473,0.1112,0.006605586,0.006404448,0.0027239,0.0634,0.0759,0.006125907,-0.001834703,0.1139,0.1112
198211,138.54,6.8633,12.9467,0.938726811,0.0807,0.1168,0.143,0.1125,0.000970401,0.006702488,-0.0017015,-0.0002,0.0201,0.00549165,-0.00185838,0.0458,0.0376
198212,140.64,6.87,12.64,0.932214727,0.0794,0.1183,0.1414,0.1095,0.003010052,0.006594873,-0.0040956,0.0312,0.0108,0.002490238,-0.001346349,0.0168,0.0147
198301,145.3,6.8833,12.5667,0.906944315,0.0786,0.1179,0.1394,0.1113,0.002189374,0.006528642,0.0023911,-0.0309,-0.0094,0.003280857,-0.00136351,0.0353,0.0333
198302,148.06,6.8967,12.4933,0.876849239,0.0811,0.1201,0.1395,0.106,0.000372211,0.006735598,0.0003411,0.0492,0.0428,0.001911642,-0.001380987,0.0257,0.0185
198303,152.96,6.91,12.42,0.780067786,0.0835,0.1173,0.1361,0.1083,0.006070006,0.006934236,0.0006819,-0.0094,0.0072,0.001571821,-0.001214853,0.0355,0.0325
198304,164.42,6.92,12.4767,0.71888762,0.0821,0.1151,0.1329,0.1051,0.006645137,0.006818369,0.007132,0.035,0.0548,0.001423751,-0.000870607,0.0757,0.0747
198305,162.39,6.93,12.5333,0.734595577,0.0819,0.1146,0.1309,0.1112,0.010400778,0.006801815,0.0053999,-0.0386,-0.0324,0.001084614,-0.000639872,-0.0057,-0.0121
198306,168.11,6.94,12.59,0.721382042,0.0879,0.1174,0.1337,0.1119,0.015851538,0.007298303,0.0033602,0.0039,-0.0046,0.001399149,-0.000827812,0.037,0.0337
198307,162.56,6.96,12.8267,0.735061123,0.0908,0.1215,0.1339,0.1198,0.025393117,0.007538183,0.0040174,-0.0486,-0.0455,0.002292825,-0.001245016,-0.0312,-0.0323
198308,164.4,6.98,13.0633,0.724822392,0.0934,0.1251,0.1364,0.121,0.019501474,0.0077532,0.0033356,0.002,0.0051,0.001369045,-0.001300675,0.0159,0.0095
198309,166.07,7,13.3,0.714847583,0.09,0.1237,0.1355,0.1157,0.023098288,0.007472015,0.0049826,0.0505,0.0392,0.001057293,-0.001828432,0.0142,0.0109
198310,163.55,7.03,13.5433,0.719474372,0.0864,0.1225,0.1346,0.1188,0.024647979,0.007174204,0.0026473,-0.0132,-0.0025,0.001115356,-0.001702248,-0.0131,-0.0147
198311,166.4,7.06,13.7867,0.690819893,0.0876,0.1241,0.1361,0.1176,0.0265662,0.007273484,0.001651,0.0183,0.0142,0.000836303,-0.001596236,0.0238,0.0174
198312,164.93,7.09,14.03,0.700359118,0.09,0.1257,0.1375,0.1197,0.026986611,0.007472015,0.0013188,-0.0059,-0.0033,0.000528114,-0.001693727,-0.0057,-0.0087
198401,163.41,7.12,14.44,0.722197644,0.089,0.122,0.1365,0.118,0.030672025,0.007389298,0.0055857,0.0244,0.027,0.000794606,-0.002095333,-0.0039,-0.0057
198402,157.06,7.15,14.85,0.763448031,0.0909,0.1208,0.1359,0.1217,0.026582773,0.007546454,0.0045767,-0.0178,-0.0172,0.002019477,-0.001928468,-0.034,-0.0395
198403,159.18,7.18,15.26,0.762475427,0.0952,0.1257,0.1399,0.1253,0.023963288,0.00790203,0.0022805,-0.0156,-0.0235,0.001354587,-0.002007952,0.0173,0.0137
198404,160.05,7.2233,15.5733,0.758658979,0.0969,0.1281,0.1431,0.1284,0.022622403,0.008042572,0.0048693,-0.0105,-0.0073,0.001035528,-0.001914722,0.0068,0.0052
198405,150.55,7.2667,15.8867,0.803910033,0.0983,0.1328,0.1474,0.1381,0.021477162,0.008158297,0.0029103,-0.0516,-0.0483,0.00093305,-0.001741515,-0.0531,-0.0595
198406,153.18,7.31,16.2,0.784351819,0.0987,0.1355,0.1505,0.1374,0.001234768,0.008191359,0.0032237,0.015,0.0199,0.001675763,-0.001879243,0.0229,0.0187
198407,150.66,7.3333,16.32,0.796391938,0.1012,0.1344,0.1515,0.1293,-0.001955311,0.008397972,0.0032134,0.0693,0.0586,0.000865658,-0.0013404,-0.0138,-0.0156
198408,166.68,7.3567,16.44,0.72542838,0.1047,0.1287,0.1463,0.127,-0.003144522,0.008687157,0.004162,0.0266,0.0307,0.003126833,-0.001444511,0.1124,0.1058
198409,166.1,7.38,16.56,0.736050915,0.1037,0.1266,0.1435,0.1235,-0.009433954,0.008604541,0.0047809,0.0342,0.0314,0.000943227,-0.00140754,-0.0001,-0.0033
198410,166.09,7.43,16.5867,0.735642466,0.0974,0.1263,0.1394,0.1173,-0.013401776,0.008083904,0.0025405,0.0561,0.0572,0.001291848,-0.001874357,0.0033,0.0002
198411,163.58,7.48,16.6133,0.747051996,0.0861,0.1229,0.1348,0.1169,-0.021814345,0.007149382,0,0.0118,0.0212,0.00102029,-0.001626786,-0.0098,-0.0149
198412,167.24,7.53,16.64,0.733098377,0.0806,0.1213,0.134,0.117,-0.02715304,0.00669421,0.0006341,0.0091,0.0128,0.001190106,-0.001127664,0.0256,0.0218
198501,179.63,7.5733,16.5567,0.690255446,0.0776,0.1208,0.1326,0.1127,-0.029866657,0.006445848,0.0018999,0.0364,0.0325,0.001635821,-0.001548947,0.0769,0.0747
198502,181.19,7.6167,16.4733,0.691739161,0.0827,0.1213,0.1323,0.1209,-0.02449627,0.006868028,0.0041042,-0.0493,-0.0373,0.000745296,-0.001542955,0.0142,0.0089
198503,180.66,7.66,16.39,0.723645779,0.0852,0.1256,0.1369,0.1181,-0.024776244,0.007074914,0.0044011,0.0307,0.0179,0.000802286,-0.00187506,-0.0006,-0.004
198504,179.83,7.6867,16.13,0.72866159,0.0795,0.1223,0.1351,0.1162,-0.022439957,0.006603151,0.0040695,0.0242,0.0296,0.00045988,-0.00207819,-0.0037,-0.0054
198505,189.55,7.7133,15.87,0.696892984,0.0748,0.1172,0.1315,0.1062,-0.025493587,0.006213987,0.0037418,0.0896,0.082,0.000833861,-0.002188642,0.0627,0.0568
198506,191.85,7.74,15.61,0.686430144,0.0695,0.1094,0.124,0.1055,-0.026589363,0.005774959,0.0031075,0.0142,0.0083,0.00074152,-0.002195965,0.0161,0.0129
198507,190.92,7.7733,15.4833,0.68032209,0.0708,0.1097,0.1243,0.1091,-0.024575091,0.005882663,0.0015501,-0.018,-0.0121,0.00071863,-0.00212819,-0.0033,-0.0052
198508,188.63,7.8067,15.3567,0.687176258,0.0714,0.1105,0.125,0.1068,-0.024235096,0.005932369,0.0021662,0.0259,0.026,0.000629695,-0.002259476,-0.0065,-0.0119
198509,182.08,7.84,15.23,0.68995883,0.071,0.1107,0.1248,0.1082,-0.031306752,0.005899232,0.0030864,-0.0021,0.0071,0.000865843,-0.002121274,-0.0332,-0.0362
198510,189.82,7.86,15.0233,0.667025635,0.0716,0.1102,0.1236,0.1051,-0.027135173,0.005948937,0.0030769,0.0338,0.0329,0.000911764,-0.001917188,0.0451,0.0427
198511,202.17,7.88,14.8167,0.622703158,0.0724,0.1055,0.1199,0.1011,-0.027761819,0.006015206,0.0033737,0.0401,0.037,0.000943068,-0.001814477,0.0719,0.0666
198512,211.28,7.9,14.61,0.592692688,0.071,0.1016,0.1158,0.0956,-0.01950253,0.005899232,0.0024465,0.0541,0.0469,0.001230076,-0.001721356,0.0482,0.0452
198601,211.78,7.94,14.58,0.5835174,0.0707,0.1005,0.1144,0.0958,-0.019149257,0.005874379,0.0030497,-0.0025,0.0045,0.001920159,-0.001847265,0.0047,0.003
198602,226.92,7.98,14.55,0.536376722,0.0706,0.0967,0.1111,0.0841,-0.017915708,0.005866094,-0.0027443,0.1145,0.0752,0.00108929,-0.001991718,0.0765,0.0716
198603,238.9,8.02,14.52,0.519627628,0.0656,0.09,0.105,0.0766,-0.016414384,0.005451779,-0.0045907,0.077,0.0256,0.001373734,-0.001918316,0.0558,0.0533
198604,235.52,8.0467,14.5833,0.529714459,0.0606,0.0879,0.1019,0.0782,-0.024531719,0.005037292,-0.0021495,-0.008,0.0016,0.002458946,-0.002229328,-0.0133,-0.0151
198605,247.35,8.0733,14.6467,0.503540771,0.0615,0.0909,0.1029,0.0848,-0.021847201,0.005111912,0.0030694,-0.0505,-0.0164,0.001369931,-0.002216698,0.0553,0.0508
198606,250.84,8.1,14.71,0.499281457,0.0621,0.0913,0.1034,0.079,-0.012165508,0.005161656,0.0048915,0.0613,0.0218,0.001596519,-0.002562187,0.0157,0.0133
198607,236.12,8.1433,14.7567,0.532301401,0.0583,0.0888,0.1016,0.0809,-0.011165052,0.00484657,0.0003049,-0.0108,0.0031,0.002415824,-0.002356723,-0.0575,-0.0594
198608,252.93,8.1867,14.8033,0.497803344,0.0553,0.0872,0.1018,0.0763,-0.009481951,0.004597748,0.0018276,0.0499,0.0275,0.001260584,-0.002633002,0.0744,0.0701
198609,231.32,8.23,14.85,0.534629267,0.0521,0.0889,0.102,0.0827,-0.004924233,0.004332269,0.0048573,-0.05,-0.0114,0.004207383,-0.00237943,-0.0832,-0.0857
198610,243.98,8.2467,14.7267,0.503245802,0.0518,0.0886,0.1024,0.0803,-0.008046169,0.004307377,0.000908128,0.0289,0.0189,0.000990594,-0.002256776,0.0565,0.0538
198611,249.22,8.2633,14.6033,0.493671085,0.0535,0.0868,0.1007,0.0779,-0.002151583,0.004448424,0.000907304,0.0267,0.0233,0.001730856,-0.002409017,0.0249,0.0197
198612,242.17,8.28,14.48,0.498430866,0.0553,0.0849,0.0997,0.0789,-0.011437394,0.004597748,0.000906481,-0.0018,0.0117,0.001262342,-0.002240325,-0.0275,-0.0302
198701,274.08,8.3,14.6867,0.437897351,0.0543,0.0836,0.0972,0.0778,-0.005896009,0.004514793,0.006314861,0.0161,0.0216,0.002478228,-0.0020475,0.1352,0.1337
198702,284.2,8.32,14.8933,0.424911983,0.0559,0.0838,0.0965,0.0763,-0.004554262,0.004647517,0.003590668,0.0202,0.0058,0.001412247,-0.002041947,0.0418,0.0378
198703,291.7,8.34,15.1,0.428040214,0.0559,0.0836,0.0961,0.0795,-0.002283468,0.004647517,0.00447028,-0.0223,-0.0087,0.001971096,-0.002037288,0.0263,0.0238
198704,288.36,8.4,14.8733,0.431471859,0.0564,0.0885,0.1004,0.0859,0.004359047,0.00468899,0.005338091,-0.0473,-0.0502,0.004193907,-0.001725468,-0.009,-0.0111
198705,290.1,8.46,14.6467,0.430490886,0.0566,0.0933,0.1051,0.088,0.006766714,0.004705578,0.003542962,-0.0105,-0.0052,0.002489234,-0.001669804,0.0091,0.0052
198706,304,8.52,14.42,0.407892397,0.0567,0.0932,0.1052,0.0877,0.005129801,0.004713872,0.003530454,0.0098,0.0155,0.001070421,-0.001750249,0.0501,0.0477
198707,318.66,8.5667,14.9,0.383543216,0.0569,0.0942,0.1061,0.0907,0.001783397,0.00473046,0.002639685,-0.0178,-0.0119,0.00081816,-0.001654334,0.0498,0.0479
198708,329.8,8.6133,15.38,0.37045382,0.0604,0.0967,0.108,0.0936,0.001842517,0.005020709,0.005258557,-0.0165,-0.0075,0.001776128,-0.001639377,0.0391,0.0354
198709,321.83,8.66,15.86,0.379966722,0.064,0.1018,0.1131,0.0992,0.006187445,0.005319162,0.005231049,-0.0369,-0.0422,0.002534831,-0.002827205,-0.0219,-0.0241
198710,251.79,8.71,16.4067,0.494850843,0.0613,0.1052,0.1162,0.0926,0.010454666,0.00509533,0.002605299,0.0623,0.0507,0.070945121,-0.002900643,-0.2158,-0.2179
198711,230.3,8.76,16.9533,0.538027324,0.0569,0.1001,0.1123,0.0931,0.009923037,0.00473046,0.000866927,0.0037,0.0125,0.006785455,-0.002787493,-0.0819,-0.0865
198712,247.08,8.81,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.013341879,0.00479681,0,0.0165,0.0212,0.006852188,-0.00270069,0.0739,0.071
198801,257.07,8.8567,17.8633,0.503773835,0.0581,0.0988,0.1107,0.0852,0.008456723,0.004829984,0.00259628,0.0666,0.0517,0.009157508,-0.002431406,0.0427,0.0411
198802,267.82,8.9033,18.2267,0.476197372,0.0566,0.094,0.1062,0.0854,0.008881704,0.004705578,0.002589557,0.0052,0.0138,0.001967346,-0.002464067,0.0474,0.0406
198803,258.89,8.95,18.59,0.507529954,0.057,0.0939,0.1057,0.0901,0.006131107,0.004738754,0.004301082,-0.0307,-0.0188,0.001659199,-0.002572201,-0.0308,-0.0334
198804,261.33,9.0433,19.6167,0.49647449,0.0591,0.0967,0.109,0.0929,0.005172293,0.004912912,0.005136998,-0.016,-0.0149,0.003459561,-0.002816256,0.0105,0.0088
198805,262.16,9.1367,20.6433,0.496770255,0.0626,0.099,0.1104,0.0952,0.001477465,0.005203107,0.003410063,-0.0102,-0.0057,0.002555773,-0.002696618,0.008,0.0029
198806,273.5,9.23,21.67,0.471118872,0.0646,0.0986,0.11,0.0917,-0.005525903,0.005368895,0.004246291,0.0368,0.0379,0.002361308,-0.002646697,0.0477,0.0451
198807,272.02,9.3067,22.0233,0.473991535,0.0673,0.0996,0.1111,0.0947,-0.002926865,0.005592665,0.004228336,-0.017,-0.0111,0.001910619,-0.002833901,-0.0045,-0.0074
198808,261.52,9.3833,22.3767,0.496640662,0.0706,0.1011,0.1121,0.095,-0.006353319,0.005866094,0.004210533,0.0058,0.0054,0.001390319,-0.002837588,-0.0325,-0.0373
198809,271.91,9.46,22.73,0.477540454,0.0724,0.0982,0.109,0.0917,-0.004761595,0.006015206,0.006700193,0.0345,0.0326,0.00119274,-0.002608375,0.0427,0.0401
198810,278.97,9.55,23.07,0.469597189,0.0735,0.0951,0.1041,0.0889,-0.010649691,0.006106318,0.003333336,0.0308,0.0273,0.001631543,-0.002312865,0.0269,0.0233
198811,273.7,9.64,23.41,0.47717911,0.0776,0.0945,0.1048,0.0923,-0.00800822,0.006445848,0.000831601,-0.0196,-0.0169,0.001347997,-0.002435042,-0.0144,-0.0198
198812,277.72,9.73,23.75,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.021639156,0.006702488,0.00166113,0.011,0.0039,0.000628111,-0.002291317,0.0186,0.0152
198901,297.47,9.8133,24.1533,0.430769494,0.0827,0.0962,0.1065,0.0903,-0.022553019,0.006868028,0.004966898,0.0203,0.0202,0.000964573,-0.002542386,0.0723,0.0696
198902,288.86,9.8967,24.5567,0.446778457,0.0853,0.0964,0.1061,0.0935,-0.025037132,0.007083188,0.004120319,-0.0179,-0.0129,0.001176079,-0.002279539,-0.025,-0.0292
198903,294.87,9.98,24.96,0.468691414,0.0882,0.098,0.1067,0.0929,-0.023258691,0.00732312,0.005740073,0.0122,0.0064,0.001286452,-0.002380447,0.023,0.0204
198904,309.64,10.0867,25.0467,0.444435257,0.0865,0.0979,0.1061,0.0918,-0.022983769,0.007182478,0.006519991,0.0159,0.0213,0.000955584,-0.002644687,0.0517,0.0499
198905,320.52,10.1933,25.1333,0.433441526,0.0843,0.0957,0.1046,0.0878,-0.028182311,0.00700044,0.005670327,0.0401,0.0379,0.001073056,-0.002703956,0.041,0.0355
198906,317.98,10.3,25.22,0.440562937,0.0815,0.091,0.1003,0.0821,-0.024048198,0.006768707,0.002420332,0.055,0.0395,0.00142953,-0.002694326,-0.0056,-0.0079
198907,346.08,10.4233,24.71,0.404035089,0.0788,0.0893,0.0987,0.0801,-0.028620319,0.0065452,0.002414488,0.0238,0.0178,0.001018826,-0.002575629,0.0901,0.0882
198908,351.45,10.5467,24.2,0.39272706,0.079,0.0896,0.0988,0.0841,-0.024866453,0.006561758,0.001606426,-0.0259,-0.0163,0.001380451,-0.002667298,0.0199,0.0155
198909,349.15,10.67,23.69,0.39920975,0.0775,0.0901,0.0991,0.0847,-0.030119629,0.006437568,0.003205131,0.0019,0.004,0.000550192,-0.002756619,-0.004,-0.0066
198910,340.36,10.7967,23.4167,0.406414929,0.0764,0.0892,0.0981,0.081,-0.024302651,0.006346485,0.004788517,0.0379,0.0276,0.00563591,-0.002548915,-0.0236,-0.0257
198911,345.99,10.9233,23.1433,0.397225702,0.0769,0.0889,0.0981,0.0808,-0.027009021,0.006387887,0.002385687,0.0078,0.007,0.000844809,-0.002666404,0.0205,0.0166
198912,353.4,11.05,22.87,0.390454744,0.0763,0.0886,0.0982,0.0816,-0.012320164,0.006338204,0.001587302,-0.0006,0.0006,0.000923423,-0.002928834,0.0227,0.02
199001,329.08,11.14,22.47,0.414971396,0.0764,0.0899,0.0994,0.0865,-0.013776208,0.006346485,0.0102565,-0.0343,-0.0191,0.002892048,-0.002860195,-0.0677,-0.0694
199002,331.89,11.23,22.07,0.40917309,0.0774,0.0922,0.1014,0.0876,-0.01164126,0.006429288,0.004698521,-0.0025,-0.0012,0.001008578,-0.002673868,0.0134,0.009
199003,339.94,11.32,21.67,0.471333956,0.079,0.0937,0.1021,0.0889,-0.010270397,0.006561758,0.005453851,-0.0044,-0.0011,0.001032245,-0.002364162,0.0266,0.0244
199004,330.8,11.4333,21.5333,0.480284256,0.0777,0.0946,0.103,0.0924,-0.010121362,0.006454127,0.001552795,-0.0202,-0.0191,0.000966777,-0.002323711,-0.0245,-0.0265
199005,361.23,11.5467,21.3967,0.443569974,0.0774,0.0947,0.1041,0.0883,-0.001977226,0.006429288,0.002324681,0.0415,0.0385,0.001361446,-0.002431405,0.0974,0.0924
199006,358.02,11.66,21.26,0.442949432,0.0773,0.0926,0.1022,0.0864,-0.000470463,0.006421008,0.005403332,0.023,0.0216,0.001350826,-0.002534271,-0.0068,-0.0089
199007,356.15,11.7167,21.42,0.439212447,0.0762,0.0924,0.102,0.086,0.004935004,0.006329924,0.003841726,0.0107,0.0102,0.001298437,-0.003474016,-0.0045,-0.0065
199008,322.56,11.7733,21.58,0.488073563,0.0745,0.0941,0.1041,0.092,0.001498047,0.006189141,0.009160369,-0.0419,-0.0292,0.005827789,-0.003883251,-0.0908,-0.0949
199009,306.05,11.83,21.74,0.520289666,0.0736,0.0956,0.1064,0.0914,0.001422645,0.006114601,0.008323922,0.0117,0.0091,0.001984791,-0.003259189,-0.049,-0.0512
199010,304,11.9167,21.6067,0.522451921,0.0717,0.0953,0.1074,0.0898,-0.000416277,0.005957221,0.006010537,0.0215,0.0132,0.004492764,-0.002621133,-0.0036,-0.0061
199011,322.22,12.0033,21.4733,0.498505655,0.0706,0.093,0.1062,0.0858,0.000974075,0.005866094,0.00224467,0.0402,0.0285,0.002439892,-0.002632085,0.0646,0.0599
199012,330.22,12.09,21.34,0.48449686,0.0674,0.0905,0.1043,0.0844,-0.001736934,0.005600952,0,0.0187,0.0167,0.000794596,-0.002338233,0.028,0.025
199101,343.93,12.0967,21.2067,0.4663078,0.0622,0.0904,0.1045,0.0837,0.000726135,0.005169946,0.00596127,0.013,0.015,0.003193549,-0.002249987,0.045,0.0431
199102,367.07,12.1033,21.0733,0.442720441,0.0594,0.0883,0.1007,0.0841,0.00127772,0.004937789,0.001484781,0.003,0.0121,0.002431347,-0.002246686,0.0716,0.0674
199103,375.22,12.11,20.94,0.4571256,0.0591,0.0893,0.1009,0.0844,0.003374929,0.004912912,0.00148258,0.0038,0.0108,0.001375055,-0.002470106,0.0244,0.0223
199104,375.35,12.1233,20.43,0.461239599,0.0565,0.0886,0.0994,0.0837,0.005899487,0.004697284,0.001480385,0.014,0.0138,0.002072774,-0.00232518,0.0023,0.0002
199105,389.83,12.1367,19.92,0.439966969,0.0546,0.0886,0.0986,0.0845,0.006981483,0.00453968,0.002954212,0,0.0039,0.001585169,-0.002647003,0.0429,0.0388
199106,371.16,12.15,19.41,0.458243743,0.0557,0.0901,0.0996,0.086,0.014292991,0.004630927,0.00294551,-0.0063,-0.0018,0.00117989,-0.002382857,-0.0454,-0.0475
199107,387.81,12.1933,18.88,0.440356782,0.0558,0.09,0.0989,0.085,0.014859561,0.004639222,0.001469508,0.0157,0.0167,0.00110533,-0.00216219,0.0465,0.0448
199108,395.43,12.2367,18.35,0.437639637,0.0533,0.0875,0.0965,0.0818,0.017332771,0.004431832,0.002932553,0.034,0.0275,0.002037637,-0.002069453,0.0239,0.0199
199109,387.86,12.28,17.82,0.441531837,0.0522,0.0861,0.0951,0.079,0.023110661,0.004340566,0.004382768,0.0303,0.0271,0.000474697,-0.001770907,-0.0169,-0.0191
199110,392.46,12.2533,17.2033,0.434003454,0.0499,0.0855,0.0949,0.0791,0.025404527,0.004149711,0.001456665,0.0054,0.0043,0.001125663,-0.002187142,0.0135,0.0119
199111,375.22,12.2267,16.5867,0.46015449,0.0456,0.0848,0.0945,0.0789,0.030582106,0.003792798,0.002906979,0.0082,0.0106,0.00204902,-0.001427475,-0.0402,-0.044
199112,417.09,12.2,15.97,0.420344417,0.0407,0.0831,0.0926,0.073,0.031638371,0.003385928,0.000725426,0.0581,0.0436,0.002049549,-0.001253216,0.1141,0.1115
199201,408.79,12.24,16.0433,0.413229679,0.038,0.082,0.0913,0.0776,0.031858823,0.003161663,0.001449276,-0.0324,-0.0173,0.000872443,-0.001272377,-0.0183,-0.0197
199202,412.7,12.28,16.1167,0.407630525,0.0384,0.0829,0.0923,0.0777,0.033436713,0.003194891,0.003614026,0.0051,0.0096,0.000913228,-0.001330752,0.0129,0.0094
199203,403.69,12.32,16.19,0.402106034,0.0404,0.0835,0.0925,0.0797,0.041709996,0.003361012,0.005037794,-0.0094,-0.0073,0.000469757,-0.001250872,-0.0195,-0.0219
